post_id,run_id,scraped_at,price,year,make,model,mileage,transmission,fuel_type,drive_type,title_status,condition,color,city,state,zip_code,source_txt,llm_provider,llm_model,llm_ts
7923327561,20260405190006,2026-04-05T19:00:06Z,3288,2002,Dodge,Neon,150000,automatic,gas,,clean,,,Wallingford,CT,,scrapes/20260405190006/7923327561.txt,vertex,gemini-2.5-flash,2026-04-05T19:14:03.352452Z
7923269564,20260403200006,2026-04-03T20:00:06Z,9800,2014,Audi,Q5,129400,automatic,,awd,clean,clean,grey,Stamford,CT,,scrapes/20260403200006/7923269564.txt,vertex,gemini-2.5-flash,2026-04-03T20:14:12.209203Z
7923252224,20260405150005,2026-04-05T15:00:05Z,3300,2010,hyundia,elantra,133500,automatic,gas,fwd,clean,good,grey,Wallingford,CT,,scrapes/20260405150005/7923252224.txt,vertex,gemini-2.5-flash,2026-04-05T15:13:58.414606Z
7922970700,20260406170006,2026-04-06T17:00:06Z,,2011,jeep,grand cherokee overland,135168,automatic,gas,4wd,clean,,black,West Haven,CT,,scrapes/20260406170006/7922970700.txt,vertex,gemini-2.5-flash,2026-04-06T17:12:47.958766Z
7922970432,20260403230027,2026-04-03T23:00:27Z,8995,2004,Mercedes-Benz,S500 4Matic,80982,automatic,gas,4wd,clean,like new,black,West Haven,CT,,scrapes/20260403230027/7922970432.txt,vertex,gemini-2.5-flash,2026-04-03T23:14:07.715765Z
7922927030,20260403090023,2026-04-03T09:00:23Z,7999,2008,CHEVY,SILVERADO-1500-2WHEEL DRIVE,167190,automatic,gas,rwd,clean,good,blue,Milford,CT,,scrapes/20260403090023/7922927030.txt,vertex,gemini-2.5-flash,2026-04-03T09:13:52.914515Z
7922811843,20260402170016,2026-04-02T17:00:16Z,2999,2011,chevy,malibu lt,165000,automatic,gas,fwd,clean,good,silver,Stratford,CT,,scrapes/20260402170016/7922811843.txt,vertex,gemini-2.5-flash,2026-04-02T17:14:23.214175Z
7922613194,20260406170006,2026-04-06T17:00:06Z,10900,2011,Ford,Mustang V6 Coupe premium,105405,manual,gas,rwd,clean,like new,white,Meriden,CT,,scrapes/20260406170006/7922613194.txt,vertex,gemini-2.5-flash,2026-04-06T17:12:28.918265Z
7922539723,20260401150014,2026-04-01T15:00:14Z,3288,2002,Dodge,Neon,150000,automatic,gas,,clean,,,Wallingford,CT,,scrapes/20260401150014/7922539723.txt,vertex,gemini-2.5-flash,2026-04-01T15:13:48.720572Z
7922509088,20260406160036,2026-04-06T16:00:36Z,11950,2015,Honda,Pilot,92417,automatic,gas,4wd,clean,Used,silver,Bridgeport,CT,,scrapes/20260406160036/7922509088.txt,vertex,gemini-2.5-flash,2026-04-06T16:13:33.798366Z
7922507764,20260331050006,2026-03-31T05:00:06Z,14850,2020,Ford,Fusion,35125,automatic,gas,fwd,clean,Used,blue,Bridgeport,CT,,scrapes/20260331050006/7922507764.txt,vertex,gemini-2.5-flash,2026-03-31T05:15:00.509564Z
7922507589,20260331100025,2026-03-31T10:00:25Z,13500,2011,Lexus,LS 460,115212,automatic,gas,4wd,clean,Used,blue,Bridgeport,CT,,scrapes/20260331100025/7922507589.txt,vertex,gemini-2.5-flash,2026-03-31T10:14:15.412002Z
7922507563,20260331050006,2026-03-31T05:00:06Z,13500,2018,BMW,X1,86540,automatic,gas,fwd,clean,Used,white,Bridgeport,CT,,scrapes/20260331050006/7922507563.txt,vertex,gemini-2.5-flash,2026-03-31T05:14:31.009081Z
7922507494,20260331080026,2026-03-31T08:00:26Z,69500,1966,CHEVROLET,CHEVELLE,59985,automatic,gas,,clean,Used,grey,Bridgeport,CT,,scrapes/20260331080026/7922507494.txt,vertex,gemini-2.5-flash,2026-03-31T08:14:21.230319Z
7922507145,20260331120047,2026-03-31T12:00:47Z,10850,2015,Ford,Fusion,92276,automatic,gas,awd,clean,Used,black,Bridgeport,CT,,scrapes/20260331120047/7922507145.txt,vertex,gemini-2.5-flash,2026-03-31T12:14:35.364805Z
7924224692,20260406170006,2026-04-06T17:00:06Z,4950,2013,Chevy,Equinox,138000,automatic,gas,fwd,clean,good,white,Milford,CT,,scrapes/20260406170006/7924224692.txt,vertex,gemini-2.5-flash,2026-04-06T17:14:58.128084Z
7924079929,20260403130017,2026-04-03T13:00:17Z,31920,2019,Toyota,Tundra,59082,automatic,gas,,clean,excellent,,New Haven,CT,,scrapes/20260403130017/7924079929.txt,vertex,gemini-2.5-flash,2026-04-03T13:16:38.507587Z
7924074050,20260406150006,2026-04-06T15:00:06Z,12900,2015,toyota,sienna le,159707,automatic,gas,fwd,clean,like new,red,Meriden,CT,,scrapes/20260406150006/7924074050.txt,vertex,gemini-2.5-flash,2026-04-06T15:16:04.748792Z
7924070470,20260407010008,2026-04-07T01:00:08Z,20900,2019,lexus,rx350L,149541,automatic,gas,4wd,clean,like new,white,Meriden,CT,,scrapes/20260407010008/7924070470.txt,vertex,gemini-2.5-flash,2026-04-07T01:14:56.613331Z
7923896699,20260407030019,2026-04-07T03:00:19Z,6750,2006,chevy,impala SS,111000,automatic,gas,fwd,clean,excellent,black,Milford,CT,,scrapes/20260407030019/7923896699.txt,vertex,gemini-2.5-flash,2026-04-07T03:14:29.875303Z
7923845755,20260406000024,2026-04-06T00:00:24Z,4200,2014,vw,jetta se,173000,automatic,gas,fwd,clean,excellent,grey,Shelton,CT,,scrapes/20260406000024/7923845755.txt,vertex,gemini-2.5-flash,2026-04-06T00:14:13.192007Z
7923838194,20260406030022,2026-04-06T03:00:22Z,13998,2018,Subaru,Outback,136170,automatic,gas,awd,clean,Used,blue,East Granby,CT,,scrapes/20260406030022/7923838194.txt,vertex,gemini-2.5-flash,2026-04-06T03:14:13.619987Z
7923722098,20260405190006,2026-04-05T19:00:06Z,28900,2015,Chrysler,Town & Country,51345,automatic,gas,fwd,clean,Pre-Owned,white,Dallas,GA,,scrapes/20260405190006/7923722098.txt,vertex,gemini-2.5-flash,2026-04-05T19:14:30.346910Z
7923545896,20260404150027,2026-04-04T15:00:27Z,12450,2018,Toyota,Highlander,133333,automatic,gas,4wd,clean,excellent,brown,Norwalk,CT,,scrapes/20260404150027/7923545896.txt,vertex,gemini-2.5-flash,2026-04-04T15:14:43.528780Z
7923484982,20260404160006,2026-04-04T16:00:06Z,9000,2009,toyota,camry le,70000,automatic,gas,fwd,clean,excellent,grey,Wallingford,CT,,scrapes/20260404160006/7923484982.txt,vertex,gemini-2.5-flash,2026-04-04T16:14:29.479070Z
7923474424,20260404140038,2026-04-04T14:00:38Z,2000,2016,chevy,silverado 1500,90000,automatic,gas,4wd,clean,like new,blue,North Haven,CT,,scrapes/20260404140038/7923474424.txt,vertex,gemini-2.5-flash,2026-04-04T14:13:57.602449Z
7923312934,20260330130031,2026-03-30T13:00:31Z,2000,2004,Subaru,Forester,244000,automatic,gas,awd,clean,good,green,Milford,CT,,scrapes/20260330130031/7923312934.txt,vertex,gemini-2.5-flash,2026-03-30T13:17:04.517744Z
7923278051,20260404200006,2026-04-04T20:00:06Z,6488,2014,Nissan,Altima,117455,automatic,gas,fwd,clean,,white,West Haven,CT,,scrapes/20260404200006/7923278051.txt,vertex,gemini-2.5-flash,2026-04-04T20:14:02.212953Z
7923269508,20260405060052,2026-04-05T06:00:52Z,12800,2018,Chevrolet,Equinox,135100,automatic,gas,awd,clean,,black,Stamford,CT,,scrapes/20260405060052/7923269508.txt,vertex,gemini-2.5-flash,2026-04-05T06:14:22.497269Z
7923207597,20260406170006,2026-04-06T17:00:06Z,7400,2015,subaru,outback 3.6r limited awd,179079,automatic,gas,4wd,clean,like new,black,Meriden,CT,,scrapes/20260406170006/7923207597.txt,vertex,gemini-2.5-flash,2026-04-06T17:13:10.027670Z
7923121216,20260403090023,2026-04-03T09:00:23Z,,2002,Dodge,Neon,150000,automatic,gas,,clean,,,Wallingford,CT,,scrapes/20260403090023/7923121216.txt,vertex,gemini-2.5-flash,2026-04-03T09:14:07.573067Z
7922899953,20260402210006,2026-04-02T21:00:06Z,19900,2023,subaru,forester,113437,automatic,gas,4wd,clean,like new,black,Meriden,CT,,scrapes/20260402210006/7922899953.txt,vertex,gemini-2.5-flash,2026-04-02T21:14:51.576916Z
7922813805,20260402170016,2026-04-02T17:00:16Z,7500,2015,Honda,Accord,149000,automatic,gas,fwd,clean,excellent,black,Stratford,CT,,scrapes/20260402170016/7922813805.txt,vertex,gemini-2.5-flash,2026-04-02T17:14:30.885370Z
7922727165,20260331160023,2026-03-31T16:00:23Z,12500,2018,Ford,F-150,155000,automatic,gas,4wd,clean,good,silver,Cheshire,CT,,scrapes/20260331160023/7922727165.txt,vertex,gemini-2.5-flash,2026-03-31T16:14:16.285898Z
7922714644,20260401160023,2026-04-01T16:00:23Z,7500,2007,chevy,Box Truck,66000,automatic,gas,,clean,,white,Waterbury,CT,,scrapes/20260401160023/7922714644.txt,vertex,gemini-2.5-flash,2026-04-01T16:15:21.487972Z
7922588288,20260401170033,2026-04-01T17:00:33Z,14700,2017,toyota,camry xle sedan,98165,automatic,gas,fwd,clean,like new,white,Meriden,CT,,scrapes/20260401170033/7922588288.txt,vertex,gemini-2.5-flash,2026-04-01T17:12:43.286225Z
7922507737,20260331110042,2026-03-31T11:00:42Z,8900,2017,Hyundai,Elantra,105189,automatic,gas,,clean,Used,red,Bridgeport,CT,,scrapes/20260331110042/7922507737.txt,vertex,gemini-2.5-flash,2026-03-31T11:15:08.580099Z
7922507463,20260331200025,2026-03-31T20:00:25Z,20900,2014,Mercedes-Benz,S-Class,82595,automatic,gas,awd,clean,Used,gray,Bridgeport,CT,,scrapes/20260331200025/7922507463.txt,vertex,gemini-2.5-flash,2026-03-31T20:13:02.735278Z
7922507239,20260331020006,2026-03-31T02:00:06Z,18995,2017,Ford,F-150,106743,automatic,gas,4wd,clean,Used,red,Bridgeport,CT,,scrapes/20260331020006/7922507239.txt,vertex,gemini-2.5-flash,2026-03-31T02:14:36.590986Z
7922507170,20260330030006,2026-03-30T03:00:06Z,14850,2018,INFINITI,Q50,139096,automatic,gas,4wd,clean,Used,white,Bridgeport,CT,,scrapes/20260330030006/7922507170.txt,vertex,gemini-2.5-flash,2026-03-30T03:13:51.993002Z
7924305807,20260406220006,2026-04-06T22:00:06Z,6000,1958,ford,pickup,100000,manual,gas,fwd,clean,,red,Waterbury,CT,,scrapes/20260406220006/7924305807.txt,vertex,gemini-2.5-flash,2026-04-06T22:14:10.411748Z
7924224802,20260406230024,2026-04-06T23:00:24Z,5495,2013,chevy,cruze,85000,automatic,gas,,clean,good,tan,Milford,CT,,scrapes/20260406230024/7924224802.txt,vertex,gemini-2.5-flash,2026-04-06T23:14:47.246405Z
7923911742,20260407000006,2026-04-07T00:00:06Z,3500,2000,ford,ranger,104000,automatic,gas,4wd,clean,good,black,New Haven,CT,,scrapes/20260407000006/7923911742.txt,vertex,gemini-2.5-flash,2026-04-07T00:14:45.318743Z
7923863990,20260407000006,2026-04-07T00:00:06Z,7999,2012,Fiat,500,37851,manual,gas,fwd,clean,excellent,blue,Manchester,NH,,scrapes/20260407000006/7923863990.txt,vertex,gemini-2.5-flash,2026-04-07T00:14:37.535742Z
7923844048,20260406000024,2026-04-06T00:00:24Z,5200,2016,dodge,grand caravan sxt,180000,automatic,gas,fwd,clean,excellent,black,Shelton,CT,,scrapes/20260406000024/7923844048.txt,vertex,gemini-2.5-flash,2026-04-06T00:14:02.534969Z
7923755764,20260404110014,2026-04-04T11:00:14Z,6900,2014,Hyundai,Sonata,118290,automatic,gas,fwd,clean,excellent,white,Branford,CT,,scrapes/20260404110014/7923755764.txt,vertex,gemini-2.5-flash,2026-04-04T11:14:05.064958Z
7923755600,20260404000029,2026-04-04T00:00:29Z,5900,2016,Ford,Fiesta S,88133,automatic,gas,fwd,clean,excellent,white,Branford,CT,,scrapes/20260404000029/7923755600.txt,vertex,gemini-2.5-flash,2026-04-04T00:14:49.461430Z
7923668466,20260401060034,2026-04-01T06:00:34Z,2200,1993,Buick,regal custom coupe,54600,automatic,gas,,clean,mint,,North Haven,CT,,scrapes/20260401060034/7923668466.txt,vertex,gemini-2.5-flash,2026-04-01T06:16:10.683305Z
7923661334,20260405000016,2026-04-05T00:00:16Z,5000,2021,tesla,s,61000,automatic,electric,4wd,clean,like new,white,NORTH HAVEN,CT,,scrapes/20260405000016/7923661334.txt,vertex,gemini-2.5-flash,2026-04-05T00:14:20.214591Z
7923549869,20260405080027,2026-04-05T08:00:27Z,4300,2001,Acura,3.5RL,121327,automatic,gas,fwd,clean,good,white,Stratford,CT,,scrapes/20260405080027/7923549869.txt,vertex,gemini-2.5-flash,2026-04-05T08:14:44.011793Z
7923518061,20260406170006,2026-04-06T17:00:06Z,9885,2016,Nissan,Pathfinder SL AWD SUV,114000,automatic,gas,4wd,clean,excellent,blue,Branford,CT,,scrapes/20260406170006/7923518061.txt,vertex,gemini-2.5-flash,2026-04-06T17:13:36.073189Z
7923269547,20260404130012,2026-04-04T13:00:12Z,6800,2015,Volkswagen,Jetta Sedan,141800,automatic,gas,fwd,clean,"Clean Car Fax, No Accidents, Minor Cosmetic Damage",red,Stamford,CT,,scrapes/20260404130012/7923269547.txt,vertex,gemini-2.5-flash,2026-04-04T13:14:23.749993Z
7923202182,20260406170006,2026-04-06T17:00:06Z,6000,1986,Chevy,El Camino,1234567,automatic,gas,,clean,good,maroon and silver,Middlebury,CT,,scrapes/20260406170006/7923202182.txt,vertex,gemini-2.5-flash,2026-04-06T17:13:02.577864Z
7923189477,20260405080027,2026-04-05T08:00:27Z,9800,2013,Lexus,RX 350,168000,automatic,gas,fwd,clean,like new,,West Hartford,CT,,scrapes/20260405080027/7923189477.txt,vertex,gemini-2.5-flash,2026-04-05T08:14:03.611187Z
7923015219,20260402170016,2026-04-02T17:00:16Z,4500,2010,nissan,altima,163117,automatic,gas,fwd,clean,good,black,Northford,CT,,scrapes/20260402170016/7923015219.txt,vertex,gemini-2.5-flash,2026-04-02T17:15:11.286727Z
7922939454,20260403230027,2026-04-03T23:00:27Z,88993,2024,RAM,PROMASTER 2500 159 WB,25,automatic,gas,fwd,clean,new,white,Nashua,NH,,scrapes/20260403230027/7922939454.txt,vertex,gemini-2.5-flash,2026-04-03T23:13:58.216531Z
7922723123,20260331200025,2026-03-31T20:00:25Z,48920,2018,Lexus,LC 500,19539,automatic,gas,,clean,excellent,,New Haven,CT,,scrapes/20260331200025/7922723123.txt,vertex,gemini-2.5-flash,2026-03-31T20:13:24.039253Z
7922588531,20260401150014,2026-04-01T15:00:14Z,21900,2020,chevrolet,suburban lt,113946,automatic,gas,4wd,clean,like new,white,Meriden,CT,,scrapes/20260401150014/7922588531.txt,vertex,gemini-2.5-flash,2026-04-01T15:14:13.283181Z
7922548329,20260401230019,2026-04-01T23:00:19Z,25500,1985,Chevrolet,El Camino SS,59000,automatic,gas,rwd,clean,excellent,black,Killingworth,CT,,scrapes/20260401230019/7922548329.txt,vertex,gemini-2.5-flash,2026-04-01T23:13:01.289825Z
7922508800,20260331110042,2026-03-31T11:00:42Z,20950,2018,Land Rover,Range Rover Sport,93146,automatic,gas,awd,clean,Used,white,Bridgeport,CT,,scrapes/20260331110042/7922508800.txt,vertex,gemini-2.5-flash,2026-03-31T11:15:21.380826Z
7922507838,20260331100025,2026-03-31T10:00:25Z,9400,2015,Honda,Civic Sedan,130759,automatic,gas,,clean,Used,blue,Bridgeport,CT,,scrapes/20260331100025/7922507838.txt,vertex,gemini-2.5-flash,2026-03-31T10:14:27.811311Z
7924376322,20260407030019,2026-04-07T03:00:19Z,,2002,Dodge,Neon,150000,automatic,gas,,clean,,,Wallingford,CT,,scrapes/20260407030019/7924376322.txt,vertex,gemini-2.5-flash,2026-04-07T03:15:34.384474Z
7924080975,20260403150032,2026-04-03T15:00:32Z,32920,2018,Lexus,LX 570,75788,automatic,gas,,clean,excellent,,New Haven,CT,,scrapes/20260403150032/7924080975.txt,vertex,gemini-2.5-flash,2026-04-03T15:16:05.984794Z
7924060123,20260331050006,2026-03-31T05:00:06Z,3900,2010,jeep,liberty sport,111000,automatic,gas,4wd,clean,excellent,black,Shelton,CT,,scrapes/20260331050006/7924060123.txt,vertex,gemini-2.5-flash,2026-03-31T05:17:26.889734Z
7923948525,20260406180006,2026-04-06T18:00:06Z,10800,2018,Ford,Edge,137100,automatic,gas,AWD,clean,,grey,Stamford,CT,,scrapes/20260406180006/7923948525.txt,vertex,gemini-2.5-flash,2026-04-06T18:14:34.332573Z
7923842626,20260406050033,2026-04-06T05:00:33Z,4900,2013,chrysler,town and country limited,163000,automatic,gas,fwd,clean,excellent,silver,Shelton,CT,,scrapes/20260406050033/7923842626.txt,vertex,gemini-2.5-flash,2026-04-06T05:13:53.156901Z
7923756258,20260404110014,2026-04-04T11:00:14Z,5900,2012,Honda,Accord LX,150492,automatic,gas,fwd,clean,excellent,black,Branford,CT,,scrapes/20260404110014/7923756258.txt,vertex,gemini-2.5-flash,2026-04-04T11:14:13.063379Z
7923755491,20260404130012,2026-04-04T13:00:12Z,9900,2018,Subaru,Crosstrek,173000,automatic,gas,4wd,clean,excellent,red,Branford,CT,,scrapes/20260404130012/7923755491.txt,vertex,gemini-2.5-flash,2026-04-04T13:16:02.324532Z
7923661457,20260405150005,2026-04-05T15:00:05Z,2000,2016,chevy,silverado 1500,90000,automatic,gas,4wd,clean,like new,blue,NORTH HAVEN,CT,,scrapes/20260405150005/7923661457.txt,vertex,gemini-2.5-flash,2026-04-05T15:14:08.431663Z
7923525504,20260405190006,2026-04-05T19:00:06Z,5000,2012,nissan,altima 2.5 sl,140000,automatic,gas,fwd,clean,excellent,black,Derby,CT,,scrapes/20260405190006/7923525504.txt,vertex,gemini-2.5-flash,2026-04-05T19:14:11.447210Z
7923453787,20260403120016,2026-04-03T12:00:16Z,31930,2019,,Tundra,59082,automatic,gas,awd,clean,excellent,,New Haven,CT,,scrapes/20260403120016/7923453787.txt,vertex,gemini-2.5-flash,2026-04-03T12:14:28.771049Z
7923303801,20260331170010,2026-03-31T17:00:10Z,5200,2014,dodge,grand caravan sxt,109000,automatic,gas,fwd,clean,excellent,black,Shelton,CT,,scrapes/20260331170010/7923303801.txt,vertex,gemini-2.5-flash,2026-03-31T17:15:10.685933Z
7923288138,20260404150027,2026-04-04T15:00:27Z,6500,2013,hyundai,santa fe,180000,automatic,gas,4wd,clean,like new,white,Derby,CT,,scrapes/20260404150027/7923288138.txt,vertex,gemini-2.5-flash,2026-04-04T15:14:10.369753Z
7923277819,20260405080027,2026-04-05T08:00:27Z,7995,2008,acura,rdx sh-awd w/tech,131799,automatic,gas,4wd,clean,,red,West Haven,CT,,scrapes/20260405080027/7923277819.txt,vertex,gemini-2.5-flash,2026-04-05T08:14:14.311487Z
7923269623,20260404130012,2026-04-04T13:00:12Z,14800,2016,BMW,5 Series,100300,automatic,gas,awd,clean,,black,Stamford,CT,,scrapes/20260404130012/7923269623.txt,vertex,gemini-2.5-flash,2026-04-04T13:14:35.523915Z
7922888909,20260401170033,2026-04-01T17:00:33Z,,2002,Dodge,Neon,150000,automatic,gas,,clean,,,Wallingford,CT,,scrapes/20260401170033/7922888909.txt,vertex,gemini-2.5-flash,2026-04-01T17:13:17.809800Z
7922888763,20260406170006,2026-04-06T17:00:06Z,2800,2005,Buick,park avenue ultra,104000,automatic,gas,,clean,,,New Haven,CT,,scrapes/20260406170006/7922888763.txt,vertex,gemini-2.5-flash,2026-04-06T17:12:39.969875Z
7922800852,20260401080015,2026-04-01T08:00:15Z,11800,2018,Subaru,Outback,117800,automatic,gas,4wd,clean,like new,red,Branford,CT,,scrapes/20260401080015/7922800852.txt,vertex,gemini-2.5-flash,2026-04-01T08:14:02.177862Z
7922588869,20260401170033,2026-04-01T17:00:33Z,6900,2018,subaru,crosstrek 2.0i premium awd,188779,automatic,gas,4wd,clean,like new,black,Meriden,CT,,scrapes/20260401170033/7922588869.txt,vertex,gemini-2.5-flash,2026-04-01T17:12:47.156367Z
7922507642,20260331160023,2026-03-31T16:00:23Z,8800,2015,Kia,Optima,116669,automatic,gas,,clean,Used,silver,Bridgeport,CT,,scrapes/20260331160023/7922507642.txt,vertex,gemini-2.5-flash,2026-03-31T16:13:29.093681Z
7924093354,20260407030019,2026-04-07T03:00:19Z,21000,2017,Subaru,outback 3.6,80000,automatic,gas,4wd,clean,excellent,white,Killingworth,CT,,scrapes/20260407030019/7924093354.txt,vertex,gemini-2.5-flash,2026-04-07T03:14:47.775158Z
7924057907,20260407020024,2026-04-07T02:00:24Z,139500,2025,Ford,Mini T HR Campervan,87,automatic,gas,4wd,clean,new,,Lake Crystal,MN,,scrapes/20260407020024/7924057907.txt,vertex,gemini-2.5-flash,2026-04-07T02:15:02.777290Z
7924005476,20260406150006,2026-04-06T15:00:06Z,3288,2002,Dodge,Neon,150000,automatic,gas,,clean,,,Wallingford,CT,,scrapes/20260406150006/7924005476.txt,vertex,gemini-2.5-flash,2026-04-06T15:15:27.483681Z
7923952902,20260407030019,2026-04-07T03:00:19Z,1550,1998,subaru,outback,260000,manual,gas,4wd,clean,good,black,Meriden,CT,,scrapes/20260407030019/7923952902.txt,vertex,gemini-2.5-flash,2026-04-07T03:14:39.974898Z
7923939433,20260407010008,2026-04-07T01:00:08Z,6800,2009,Jeep,Grand Cherokee Laredo,117810,automatic,gas,4wd,clean,,black,West Haven,CT,,scrapes/20260407010008/7923939433.txt,vertex,gemini-2.5-flash,2026-04-07T01:14:47.213471Z
7923661289,20260404150027,2026-04-04T15:00:27Z,2000,2018,Toyota,Camry,33000,automatic,gas,fwd,clean,like new,white,North Haven,CT,,scrapes/20260404150027/7923661289.txt,vertex,gemini-2.5-flash,2026-04-04T15:14:50.629719Z
7923269589,20260406170006,2026-04-06T17:00:06Z,13800,2015,Cadillac,ATS Sedan,80600,automatic,gas,AWD,clean,pre-owned,Tan Silver Coast Metallic on Light Neutral w/Medi Leather,Stamford,CT,,scrapes/20260406170006/7923269589.txt,vertex,gemini-2.5-flash,2026-04-06T17:13:25.827566Z
7922959941,20260403180019,2026-04-03T18:00:19Z,25000,1976,chevrolet,camaro,139000,automatic,gas,rwd,clean,excellent,blue,Poughkeepsie,NY,,scrapes/20260403180019/7922959941.txt,vertex,gemini-2.5-flash,2026-04-03T18:14:03.682903Z
7922955918,20260406170006,2026-04-06T17:00:06Z,3900,2000,Ford,Mustang Convertible,197000,manual,gas,rwd,clean,good,black,Branford,CT,,scrapes/20260406170006/7922955918.txt,vertex,gemini-2.5-flash,2026-04-06T17:12:43.139923Z
7922869991,20260403010014,2026-04-03T01:00:14Z,14500,2017,Ram,ProMaster 2500 High Roof 159in WB,173128,automatic,gas,fwd,clean,excellent,white,Cheshire,CT,,scrapes/20260403010014/7922869991.txt,vertex,gemini-2.5-flash,2026-04-03T01:13:59.301609Z
7922764895,20260401150014,2026-04-01T15:00:14Z,3200,2006,saab,9-3 convertible,145000,automatic,gas,,clean,good,grey,New Haven,CT,,scrapes/20260401150014/7922764895.txt,vertex,gemini-2.5-flash,2026-04-01T15:14:24.282990Z
7922588436,20260401200013,2026-04-01T20:00:13Z,13900,2016,toyota,rav4 hybrid,141229,automatic,hybrid,4wd,clean,like new,black,Meriden,CT,,scrapes/20260401200013/7922588436.txt,vertex,gemini-2.5-flash,2026-04-01T20:15:22.361762Z
7922507203,20260401200013,2026-04-01T20:00:13Z,12900,2013,Ford,Econoline Cargo Van E-250,108356,automatic,gas,fwd,clean,Used,white,Bridgeport,CT,,scrapes/20260401200013/7922507203.txt,vertex,gemini-2.5-flash,2026-04-01T20:15:11.441022Z
7922507086,20260331120047,2026-03-31T12:00:47Z,16750,2023,Hyundai,Elantra,108905,automatic,gas,fwd,clean,Used,Ecotronic Gray,Bridgeport,CT,,scrapes/20260331120047/7922507086.txt,vertex,gemini-2.5-flash,2026-03-31T12:14:25.894386Z
